Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
19-MAY-2022,33461.0,33633.95,33180.6,33315.65,150355852,5416.02
20-MAY-2022,33765.15,34358.05,33658.05,34276.4,129371809,4517.56
23-MAY-2022,34321.4,34819.95,34117.35,34247.6,155978859,5319.59
24-MAY-2022,34223.2,34586.45,34115.8,34290.15,163680878,4884.47
25-MAY-2022,34491.8,34722.6,34285.8,34339.5,153586250,4928.93
26-MAY-2022,34670.6,35222.05,34424.75,35094.9,191472056,6648.96
27-MAY-2022,35326.6,35694.85,35291.95,35613.3,132560154,4677.24
30-MAY-2022,35958.8,36083.7,35748.45,35826.95,126987258,3844.7
31-MAY-2022,35615.3,35881.95,35288.95,35487.4,149259006,8481.87
01-JUN-2022,35358.95,35768.7,35285.45,35620.8,100780723,3716.12
02-JUN-2022,35470.95,35676.2,35385.0,35613.65,140705809,4091.04
03-JUN-2022,35929.55,35958.45,35175.1,35275.05,104814655,3431.47
06-JUN-2022,35159.15,35424.5,35072.3,35310.2,100771005,3326.73
07-JUN-2022,35080.8,35154.3,34834.4,34996.0,91646535,3283.97
08-JUN-2022,35165.65,35449.9,34831.75,34946.15,124570051,3771.68
09-JUN-2022,34802.25,35149.1,34659.1,35085.45,100853057,3039.26
10-JUN-2022,34686.95,34752.45,34346.65,34483.8,90046261,3228.0
13-JUN-2022,33728.65,33774.05,33210.35,33405.85,131878152,4354.18
14-JUN-2022,33180.6,33618.15,33123.9,33311.35,113203955,3847.03
15-JUN-2022,33317.8,33554.55,33249.55,33339.0,90841434,3348.72
16-JUN-2022,33648.8,33756.5,32537.95,32617.1,129460359,4089.68
17-JUN-2022,32393.45,32889.8,32290.55,32743.05,139831116,4610.38
20-JUN-2022,32873.4,32926.1,32426.4,32684.8,144370096,4019.2
21-JUN-2022,32978.05,33593.8,32797.55,33191.75,258145491,4998.08
22-JUN-2022,33051.65,33106.95,32758.15,32845.3,134963895,3097.08
23-JUN-2022,32927.4,33431.75,32652.15,33135.0,193128024,4755.9
24-JUN-2022,33434.8,33721.9,33390.85,33627.45,149780074,3752.57
27-JUN-2022,34126.2,34147.5,33735.5,33811.25,111396233,3128.75
28-JUN-2022,33578.2,33745.3,33503.3,33642.45,124952463,3973.52
29-JUN-2022,33273.55,33422.8,33185.25,33269.9,140799943,4703.83
30-JUN-2022,33180.7,33659.3,33179.6,33425.1,149540388,4850.52
01-JUL-2022,33264.75,33666.5,33080.45,33539.45,149938425,3861.78
04-JUL-2022,33558.85,33978.5,33515.6,33940.9,152556102,3470.54
05-JUL-2022,34084.7,34361.05,33757.0,33815.9,115009518,3980.84
06-JUL-2022,33929.4,34388.5,33876.15,34324.25,122736123,4709.36
07-JUL-2022,34627.4,34965.75,34553.1,34920.3,183971600,5359.18
08-JUL-2022,35258.9,35262.1,34977.75,35124.05,108960960,3898.07
11-JUL-2022,35017.6,35543.1,35006.55,35469.65,130626231,4114.46
12-JUL-2022,35298.7,35419.65,35047.5,35132.25,113400721,3557.94
13-JUL-2022,35259.8,35308.15,34757.6,34827.8,103445255,4858.76
14-JUL-2022,34817.95,35027.6,34558.45,34651.2,121299657,4416.36
15-JUL-2022,34734.45,34899.95,34463.9,34682.65,99146838,3341.03
18-JUL-2022,34841.85,35382.5,34804.4,35358.7,146647066,4981.16
19-JUL-2022,35113.25,35761.65,35110.5,35720.35,183417644,5490.44
20-JUL-2022,36061.3,36182.7,35876.55,35972.1,173387817,5876.08
21-JUL-2022,36026.55,36331.7,35887.35,36201.0,153823216,6392.37
22-JUL-2022,36322.9,36823.45,36286.35,36738.95,143648249,5362.08
25-JUL-2022,36766.7,37011.2,36464.65,36726.4,139717215,5329.58
26-JUL-2022,36688.55,36695.75,36334.1,36408.5,113999344,3989.64
27-JUL-2022,36370.55,36808.3,36248.6,36783.75,113114710,4276.88
28-JUL-2022,37102.45,37414.4,37028.5,37378.15,172517903,5344.38
29-JUL-2022,37717.3,37754.65,37221.15,37491.4,166943703,5405.74
01-AUG-2022,37594.15,37939.6,37407.2,37903.2,346398736,5037.62
02-AUG-2022,37767.7,38179.85,37632.3,38024.0,317258561,6718.71
03-AUG-2022,37954.55,38068.6,37692.95,37989.25,200309289,5811.23
04-AUG-2022,38111.05,38231.85,37249.5,37755.55,186299709,5177.48
05-AUG-2022,37868.25,38150.45,37779.9,37920.6,175934673,5110.26
08-AUG-2022,37847.35,38302.35,37681.45,38237.4,174060090,5734.24
10-AUG-2022,38298.85,38402.95,38155.3,38287.85,163932855,6158.9
11-AUG-2022,38712.95,38932.1,38648.9,38879.85,200934788,7082.81
12-AUG-2022,38942.45,39088.9,38739.95,39042.3,125302422,4278.26
16-AUG-2022,39284.1,39444.6,39119.9,39239.65,128693114,4759.52
17-AUG-2022,39351.3,39504.5,39202.8,39461.7,169781319,4958.33
18-AUG-2022,39324.4,39703.7,39291.15,39656.15,137211137,4806.36
19-AUG-2022,39732.65,39759.15,38848.4,38985.95,148145662,4957.2
22-AUG-2022,38693.65,38732.85,38247.25,38297.75,124271138,4460.3
23-AUG-2022,37955.45,38869.9,37950.85,38697.65,176424816,4953.49
24-AUG-2022,38552.7,39120.8,38552.2,39038.5,214856203,5335.13
25-AUG-2022,39190.05,39471.75,38803.7,38950.75,333393428,6134.77
26-AUG-2022,39129.65,39337.1,38846.8,38987.15,196336796,4493.1
29-AUG-2022,38111.6,38397.1,37943.85,38276.7,158048031,4162.48
30-AUG-2022,38516.95,39606.55,38472.7,39536.75,176777679,5805.47
01-SEP-2022,38806.7,39667.65,38803.3,39301.25,191202076,7057.55
02-SEP-2022,39422.3,39595.85,39200.45,39421.0,133866628,4573.97
05-SEP-2022,39412.05,39865.2,39407.4,39805.75,214148830,5248.4
06-SEP-2022,39892.95,40073.75,39564.3,39666.5,210170553,4955.61
07-SEP-2022,39337.75,39572.05,39258.25,39455.9,138911320,4236.12
08-SEP-2022,39763.9,40265.75,39706.4,40208.95,203813147,5950.43
09-SEP-2022,40520.75,40685.95,40280.3,40415.7,207024632,6307.15
12-SEP-2022,40540.45,40684.9,40377.9,40574.0,146975257,4505.04
13-SEP-2022,40802.1,40904.3,40693.95,40873.1,176389650,5596.64
14-SEP-2022,40308.8,41626.9,40288.9,41405.4,218413793,8227.0
15-SEP-2022,41533.7,41840.15,41153.5,41209.2,245307055,6772.31
16-SEP-2022,40977.2,41162.5,40502.05,40776.8,244187210,8926.4
19-SEP-2022,40685.6,41184.25,40509.9,40904.4,206028623,5828.98
20-SEP-2022,41304.15,41677.65,41207.3,41468.3,175202873,5080.23
21-SEP-2022,41282.6,41501.7,40889.15,41203.45,151272542,4738.32
22-SEP-2022,40889.05,41159.2,40360.2,40630.6,209511312,5555.9
23-SEP-2022,40429.35,40528.4,39412.7,39546.25,226215831,6487.98
26-SEP-2022,39027.85,39229.4,38492.2,38616.25,241817411,6410.06
27-SEP-2022,38811.7,39050.5,38184.9,38359.15,168710754,5503.35
28-SEP-2022,38081.25,38368.8,37626.2,37759.85,210586461,5500.6
29-SEP-2022,38092.85,38283.4,37536.65,37647.75,253011531,6379.56
30-SEP-2022,37660.0,38811.0,37386.35,38631.95,246062095,6349.17
03-OCT-2022,38444.9,38641.6,37963.25,38029.65,172924636,4434.18
04-OCT-2022,38700.4,39177.5,38596.9,39110.05,241105104,4861.18
06-OCT-2022,39343.7,39608.35,39232.9,39282.85,158810472,4981.85
07-OCT-2022,39093.5,39235.05,38807.5,39178.05,165025353,4671.71
10-OCT-2022,38641.55,39315.7,38518.3,39093.1,159736922,4671.66
11-OCT-2022,39058.85,39174.95,38622.75,38712.45,177564848,7591.96
12-OCT-2022,38784.2,39164.1,38606.4,39118.55,195833128,5820.1
13-OCT-2022,38957.65,39061.3,38437.95,38624.0,158943750,5156.18
14-OCT-2022,39446.05,39570.85,39196.3,39305.6,185644333,5036.52
17-OCT-2022,39295.6,39974.7,39146.7,39920.45,201583880,5682.07
18-OCT-2022,40252.05,40435.35,40139.85,40318.75,245222591,5596.16
19-OCT-2022,40556.65,40643.6,40195.2,40373.2,232909831,4952.44
20-OCT-2022,40149.5,40208.35,39848.85,40099.55,262755229,6231.42
21-OCT-2022,40370.75,41032.25,40355.45,40784.05,324235366,11278.38
24-OCT-2022,41348.35,41427.25,41201.15,41304.9,74340462,1703.69
25-OCT-2022,41513.65,41530.65,41021.45,41122.75,351843000,7972.51
27-OCT-2022,41440.7,41511.8,41178.65,41299.3,239433580,7162.14
28-OCT-2022,41236.8,41482.4,40839.3,40990.85,237123178,5336.09
31-OCT-2022,41265.7,41353.7,41106.1,41307.9,237160424,6035.25
01-NOV-2022,41552.4,41677.25,41188.55,41289.55,304370269,8419.79
02-NOV-2022,41472.6,41474.3,41060.45,41146.65,175818779,4903.71
03-NOV-2022,40873.7,41478.0,40819.15,41298.35,263647704,5716.38
04-NOV-2022,41314.85,41516.2,41051.15,41258.45,190374317,5485.04
07-NOV-2022,41740.65,41779.4,41337.05,41686.7,393367764,9631.98
09-NOV-2022,41914.85,41948.9,41667.9,41783.2,490535505,8065.93
10-NOV-2022,41462.85,41643.9,41318.6,41603.75,253442361,6747.62
11-NOV-2022,42163.4,42345.5,41918.1,42137.05,255371301,11278.54
14-NOV-2022,42177.55,42231.45,41965.45,42076.75,142688761,5660.58
15-NOV-2022,42234.85,42450.05,42079.55,42372.7,139402527,5047.0
16-NOV-2022,42371.8,42611.75,42296.3,42535.3,185441496,6387.83
17-NOV-2022,42399.65,42622.75,42366.55,42458.05,165403381,4796.28
18-NOV-2022,42545.75,42590.75,42223.7,42437.45,280077146,6026.85
21-NOV-2022,42286.95,42386.8,42202.55,42346.55,259074794,4669.96
22-NOV-2022,42467.4,42508.75,42347.15,42457.05,216312501,4798.48
23-NOV-2022,42668.55,42860.55,42556.4,42729.1,359102191,6216.07
24-NOV-2022,42838.35,43163.4,42769.65,43075.4,204943911,5532.96
25-NOV-2022,43192.45,43339.15,42864.95,42983.95,502822545,7015.41
28-NOV-2022,42757.2,43159.8,42740.0,43020.45,238678224,5586.34
29-NOV-2022,42959.4,43279.6,42959.4,43053.45,223005594,5455.23
30-NOV-2022,43122.75,43332.3,42880.05,43231.0,201985065,7508.32
01-DEC-2022,43512.1,43515.05,43101.85,43260.65,268373857,7735.13
02-DEC-2022,42976.7,43131.9,42937.8,43103.75,212807580,5452.61
05-DEC-2022,43269.35,43372.15,42985.0,43332.95,242584555,5584.12
06-DEC-2022,43093.9,43306.85,43076.4,43138.55,379223460,7344.98
07-DEC-2022,43157.35,43327.35,42948.45,43098.7,242863321,6447.09
08-DEC-2022,43142.25,43640.9,43095.3,43596.85,355690534,10491.54
09-DEC-2022,43765.3,43853.4,43361.7,43633.45,443547931,8630.38
12-DEC-2022,43455.85,43767.05,43378.8,43708.75,234232065,6013.63
13-DEC-2022,43793.7,43983.8,43767.75,43946.55,276976649,7597.74
14-DEC-2022,44078.6,44151.8,43987.95,44049.1,349177761,7562.04
15-DEC-2022,43940.1,44120.6,43379.1,43498.2,421905538,7710.55
16-DEC-2022,43261.75,43598.2,43080.55,43219.5,275179647,5995.42
19-DEC-2022,43346.35,43451.45,43110.3,43413.75,175567612,4221.46
20-DEC-2022,43152.65,43426.2,42955.4,43359.5,182311453,4264.89
21-DEC-2022,43525.75,43614.65,42363.8,42617.95,279419632,5778.76
22-DEC-2022,42864.0,42933.5,42231.35,42408.8,344822506,6097.08
23-DEC-2022,41951.35,42226.65,41597.65,41668.05,332589359,6127.39
26-DEC-2022,41716.35,42846.15,41569.45,42630.15,323172447,5974.96
27-DEC-2022,42827.75,42927.2,42394.15,42859.5,229631139,4073.47
28-DEC-2022,42733.6,43034.95,42694.85,42827.7,230529712,4905.6
29-DEC-2022,42684.9,43498.05,42489.8,43252.35,308306902,7453.46
30-DEC-2022,43401.7,43422.95,42833.1,42986.45,258702240,5286.02
02-JAN-2023,43038.25,43382.75,42961.75,43203.1,179810215,3452.51
03-JAN-2023,43151.45,43482.8,43148.45,43425.25,197035356,4510.22
04-JAN-2023,43417.5,43578.4,42858.65,42958.8,216794117,6213.83
05-JAN-2023,43073.05,43137.55,42298.6,42608.7,189076453,5545.57
06-JAN-2023,42649.7,42685.9,41877.0,42188.8,195122493,5618.4
09-JAN-2023,42404.85,42716.8,42186.55,42582.75,161810057,5778.46
10-JAN-2023,42642.0,42674.25,41835.75,42014.75,179299558,5565.75
11-JAN-2023,42071.85,42318.0,41729.0,42232.7,169795551,5453.72
12-JAN-2023,42238.5,42343.5,41742.95,42082.25,154082042,5338.12
13-JAN-2023,42171.25,42453.95,41885.6,42371.25,205541498,5518.45
16-JAN-2023,42622.5,42715.65,42066.55,42167.55,312318332,6279.06
17-JAN-2023,42241.2,42383.8,41861.1,42235.05,256323734,5944.25
18-JAN-2023,42271.8,42555.9,42119.65,42458.0,170541076,5719.55
19-JAN-2023,42416.3,42506.25,42234.9,42328.85,143433045,5565.12
20-JAN-2023,42516.05,42709.2,42366.15,42506.8,159095177,5617.05
23-JAN-2023,42891.45,43005.85,42727.7,42821.25,203642546,7013.34
24-JAN-2023,42994.45,43078.9,42615.65,42733.45,159456752,7347.84
25-JAN-2023,42703.6,42733.05,41540.3,41647.65,244652804,7956.45
27-JAN-2023,41382.35,41417.9,40148.8,40345.3,350772977,13724.56
30-JAN-2023,39856.15,40789.55,39419.8,40387.45,369850300,12301.62
31-JAN-2023,40563.85,40811.65,40167.7,40655.05,289909966,9622.43
01-FEB-2023,41115.0,42015.65,39490.5,40513.0,400074985,11946.33
02-FEB-2023,39943.35,40757.6,39761.45,40669.3,348474505,9232.69
03-FEB-2023,41019.35,41539.95,40609.75,41499.7,308813058,8557.81
06-FEB-2023,41530.15,41724.5,41261.2,41374.65,197815054,6236.79
07-FEB-2023,41513.1,41630.75,41095.1,41490.95,171891231,5338.11
08-FEB-2023,41542.05,41791.95,41403.05,41537.65,136467692,4246.96
09-FEB-2023,41634.0,41634.0,41252.95,41554.3,142932785,4543.06
10-FEB-2023,41452.4,41678.9,41424.9,41559.4,154961683,4306.83
13-FEB-2023,41563.5,41662.55,41157.9,41282.2,147007745,4421.7
14-FEB-2023,41410.45,41718.0,41195.75,41648.35,143113944,5148.89
15-FEB-2023,41674.6,41795.45,41455.6,41731.05,116292441,4794.75
16-FEB-2023,41925.7,41979.1,41521.95,41631.35,111728729,4230.25
17-FEB-2023,41514.0,41516.3,40882.7,41131.75,138786944,4900.54
20-FEB-2023,41221.55,41292.6,40580.1,40701.7,143706468,4339.85
21-FEB-2023,40784.9,40946.2,40508.25,40673.6,170243478,5366.66
22-FEB-2023,40494.15,40529.25,39899.0,39995.9,155197486,5140.17
23-FEB-2023,39983.7,40147.8,39600.25,40001.55,200503324,6811.87
24-FEB-2023,40259.1,40348.1,39818.9,39909.4,144558694,4833.92
27-FEB-2023,39820.4,40371.45,39745.4,40307.1,165150412,5365.34
28-FEB-2023,40302.7,40391.45,40073.0,40269.05,327753581,9520.98
01-MAR-2023,40473.85,40725.35,40341.95,40698.15,169749567,6383.35
02-MAR-2023,40604.55,40773.25,40312.9,40389.8,149213201,6231.45
03-MAR-2023,40671.4,41390.15,40605.35,41251.35,213840069,7013.08
06-MAR-2023,41418.4,41671.2,41259.15,41350.4,180157976,7703.48
08-MAR-2023,41178.35,41625.35,41100.35,41577.1,157566079,7158.23
09-MAR-2023,41532.65,41659.0,41208.1,41256.75,119231844,6603.11
10-MAR-2023,40805.25,40839.0,40341.7,40485.45,145262034,7322.45
13-MAR-2023,40356.1,40690.05,39454.6,39564.7,174457859,8875.86
14-MAR-2023,39522.4,39768.5,39132.6,39411.4,205727331,9906.59
15-MAR-2023,39777.9,39914.1,38934.65,39051.5,164310498,7339.38
16-MAR-2023,39061.7,39381.4,38613.15,39132.6,196309704,7430.53
17-MAR-2023,39442.4,39705.15,38926.8,39598.1,173387891,7490.16
20-MAR-2023,39512.1,39512.1,38941.9,39361.95,173823282,7300.67
21-MAR-2023,39599.65,39970.9,39366.3,39894.7,187936424,8669.1
22-MAR-2023,40036.0,40085.6,39837.8,39999.05,143616857,5887.94
23-MAR-2023,39836.15,40201.6,39552.5,39616.9,153170787,7988.11
24-MAR-2023,39555.25,39767.9,39294.9,39395.35,166141025,7575.24
27-MAR-2023,39484.7,39695.2,39273.75,39431.3,194157987,7757.95
28-MAR-2023,39545.05,39645.2,39326.1,39567.9,202320127,9219.68
29-MAR-2023,39611.55,40055.0,39609.55,39910.15,259640527,11694.21
31-MAR-2023,40231.25,40690.4,40180.2,40608.65,188002824,9261.53
03-APR-2023,40695.8,40857.6,40535.9,40813.05,167454466,9198.94
05-APR-2023,40972.3,41071.15,40802.65,40999.15,177376872,9194.61
06-APR-2023,40940.7,41274.7,40820.55,41041.0,196452877,10791.31
10-APR-2023,41116.15,41139.85,40727.25,40834.65,153859989,8727.71
11-APR-2023,41232.0,41403.25,40990.2,41366.5,219237547,13404.0
12-APR-2023,41426.0,41610.15,41332.0,41557.95,142985802,8208.97
13-APR-2023,41680.1,42196.2,41502.65,42132.55,232564439,13769.52
17-APR-2023,42603.55,42603.55,41799.0,42262.55,229078748,13081.8
18-APR-2023,42406.95,42500.7,42114.35,42265.2,214189864,10108.59
19-APR-2023,42280.1,42339.9,42022.15,42154.0,169982419,9147.47
20-APR-2023,42218.5,42378.15,42108.85,42269.5,180246791,9164.53
21-APR-2023,42252.55,42382.15,41962.35,42118.0,144147297,8254.2
24-APR-2023,42469.95,42714.15,42269.1,42635.75,201023928,10977.6
25-APR-2023,42731.6,42865.55,42601.5,42678.5,262419867,16091.04
26-APR-2023,42559.05,42875.6,42432.25,42829.9,177952224,10076.71
27-APR-2023,42753.9,43043.4,42736.6,43000.85,181354187,11125.02
28-APR-2023,43045.5,43302.05,42810.35,43233.9,238716537,9596.55
02-MAY-2023,43395.05,43483.85,43269.4,43352.1,241565172,8918.99
03-MAY-2023,43154.85,43354.95,43078.15,43312.7,175911031,8162.64
04-MAY-2023,43236.1,43739.8,43213.95,43685.45,175448903,10303.65
05-MAY-2023,43110.65,43588.0,42582.2,42661.2,251224734,12574.43
08-MAY-2023,42796.85,43418.55,42780.3,43284.0,223352243,9264.84
09-MAY-2023,43438.55,43533.25,43125.85,43198.15,228991809,10382.06
10-MAY-2023,43275.25,43383.65,42822.15,43331.05,249129783,11364.82
11-MAY-2023,43535.1,43774.25,43367.25,43475.3,190686219,9826.89
12-MAY-2023,43447.15,43905.95,43347.75,43793.55,144937627,6915.09
15-MAY-2023,43821.05,44151.7,43666.6,44072.1,161260256,6189.39
16-MAY-2023,44144.15,44144.15,43815.7,43903.7,222536217,10093.99
17-MAY-2023,43948.5,43992.75,43446.4,43698.7,203597921,9812.19
18-MAY-2023,44006.9,44079.2,43673.7,43752.3,226492176,12657.89
19-MAY-2023,43930.0,44020.9,43531.9,43969.4,192042449,9384.53
22-MAY-2023,43935.3,44026.75,43684.9,43885.1,183783537,8083.39
23-MAY-2023,43978.9,44095.25,43852.2,43954.45,142021247,7352.99
24-MAY-2023,43751.95,44010.45,43639.8,43677.85,148625634,8248.12
25-MAY-2023,43630.25,43719.85,43390.3,43681.4,170186160,8602.95
26-MAY-2023,43765.35,44067.6,43588.8,44018.0,143222738,6120.71
29-MAY-2023,44276.8,44483.35,44193.95,44311.9,148580468,6899.27
30-MAY-2023,44277.35,44498.6,44207.5,44436.35,157593352,9002.94
31-MAY-2023,44318.0,44339.05,43822.7,44128.15,305745119,30474.33
01-JUN-2023,44172.05,44179.95,43706.15,43790.2,182945759,10854.82
02-JUN-2023,43997.3,44088.9,43812.55,43937.85,123851342,6150.87
05-JUN-2023,44103.25,44266.15,44074.2,44101.65,124513498,6395.22
06-JUN-2023,44156.7,44236.2,44009.7,44164.55,123561408,7703.56
07-JUN-2023,44318.7,44346.3,44143.5,44275.3,119216872,7450.27
08-JUN-2023,44208.3,44459.25,43917.9,43995.25,160157265,9066.63
09-JUN-2023,44045.75,44220.1,43932.6,43989.0,132310915,8922.34
12-JUN-2023,44035.2,44124.95,43874.05,43944.2,91412250,4657.88
13-JUN-2023,43889.7,44138.15,43889.7,44079.85,160045490,9026.03
14-JUN-2023,44181.65,44212.35,43956.15,43988.0,154599371,6902.13
15-JUN-2023,44054.35,44077.45,43397.5,43443.6,228184460,10402.67
16-JUN-2023,43583.35,44083.25,43536.95,43938.15,234688714,6524.62
19-JUN-2023,44015.3,44040.35,43501.4,43633.75,234897358,9396.05
20-JUN-2023,43597.55,43823.95,43345.95,43766.5,161879136,6951.08
21-JUN-2023,43894.4,43946.7,43698.95,43859.2,179991909,6449.9
22-JUN-2023,43874.8,44042.15,43663.35,43724.85,263760682,11850.43
23-JUN-2023,43641.6,43824.1,43519.55,43622.9,161308806,6132.03
26-JUN-2023,43714.75,43773.1,43541.75,43641.05,120687324,5075.61
27-JUN-2023,43804.55,44194.65,43693.15,44121.5,137304064,6984.16
28-JUN-2023,44419.5,44508.4,44163.2,44327.8,243833321,12900.23
30-JUN-2023,44666.0,44787.1,44447.2,44747.35,191257943,8995.82
03-JUL-2023,44957.95,45353.2,44882.1,45158.1,228168358,9243.6
04-JUL-2023,45310.55,45655.5,45000.25,45301.45,462969627,11991.7
05-JUL-2023,45169.7,45418.9,45073.4,45151.8,366287666,10661.77
06-JUL-2023,45060.55,45417.5,45042.6,45339.9,244924069,10612.41
07-JUL-2023,45118.05,45227.25,44844.8,44925.0,220933310,6423.58
10-JUL-2023,44958.65,45184.3,44721.9,44860.85,220868631,8211.64
11-JUL-2023,44998.0,45139.55,44663.05,44745.05,208991985,10144.86
12-JUL-2023,44872.6,44937.25,44562.4,44639.45,233078214,13001.64
13-JUL-2023,45009.3,45085.15,44612.2,44665.05,336819265,12694.9
14-JUL-2023,44860.65,44923.85,44547.8,44819.3,196327724,8116.45
17-JUL-2023,44951.2,45556.45,44695.05,45449.75,245926389,11035.15
18-JUL-2023,45754.8,45905.85,45281.3,45410.85,307330861,16309.6
19-JUL-2023,45622.5,45707.4,45433.0,45669.3,261049956,9903.75
20-JUL-2023,45689.05,46256.2,45640.95,46186.9,315179894,15550.1
21-JUL-2023,46063.95,46369.5,45925.9,46075.2,235593414,10250.66
24-JUL-2023,46131.9,46191.5,45858.75,45923.05,225835415,10127.18
25-JUL-2023,46154.7,46156.1,45622.85,45845.0,228145332,13407.44
26-JUL-2023,45935.15,46096.6,45804.7,46062.35,298409899,7779.64
27-JUL-2023,46285.85,46310.1,45570.65,45679.3,320421936,14491.84
28-JUL-2023,45560.9,45727.75,45238.8,45468.1,194666588,8389.2
31-JUL-2023,45546.35,45694.9,45359.75,45651.1,247859113,8729.51
01-AUG-2023,45740.0,45782.75,45471.05,45592.5,175242040,8546.57
02-AUG-2023,45234.65,45404.9,44720.9,44995.7,233601314,8677.17
03-AUG-2023,44862.85,45038.45,44279.4,44513.45,245769556,14309.39
04-AUG-2023,44754.75,45118.05,44520.55,44879.5,245171463,12540.56
07-AUG-2023,44993.7,45011.35,44773.85,44837.5,200781677,9590.15
08-AUG-2023,44888.95,45096.85,44817.85,44964.45,229405682,11285.94
09-AUG-2023,44973.45,44975.0,44533.75,44880.7,177283295,8244.22
10-AUG-2023,44797.65,44980.35,44418.4,44541.8,232038617,12500.78
11-AUG-2023,44568.15,44571.25,44120.9,44199.1,196900504,8398.35
14-AUG-2023,44066.6,44212.75,43776.9,44090.95,172325405,8565.67
16-AUG-2023,43726.25,44002.8,43600.35,43946.4,159009616,7794.15
17-AUG-2023,43897.25,44071.85,43745.1,43891.35,266374133,12388.63
18-AUG-2023,43724.75,43957.65,43672.45,43851.05,167584420,7299.32
21-AUG-2023,43952.85,44113.8,43862.0,44002.0,126311003,6152.35
22-AUG-2023,44125.0,44151.3,43938.7,43993.25,160746391,7997.31
23-AUG-2023,44064.5,44521.65,43952.05,44479.05,212380487,9264.63
24-AUG-2023,44704.2,44949.9,44433.75,44496.2,220421097,11640.43
25-AUG-2023,44276.2,44359.1,43983.75,44231.45,152511949,6418.26
28-AUG-2023,44253.65,44610.4,44201.45,44494.65,162966392,6459.5
29-AUG-2023,44655.75,44673.0,44429.8,44495.25,140261809,7348.76
30-AUG-2023,44706.55,44779.65,44149.8,44232.6,153146734,7120.71
31-AUG-2023,44265.85,44399.65,43895.05,43989.15,705076481,22944.35
01-SEP-2023,43996.1,44568.55,43830.75,44436.1,320777071,10328.28
04-SEP-2023,44647.65,44656.05,44310.95,44578.3,238633547,7239.65
05-SEP-2023,44625.05,44668.7,44401.7,44532.15,225502820,9163.0
06-SEP-2023,44494.65,44577.0,44207.25,44409.1,252042492,13586.52
07-SEP-2023,44418.05,44915.55,44341.2,44878.35,169135265,7633.64
08-SEP-2023,44953.65,45383.35,44812.15,45156.4,179081128,7981.56
11-SEP-2023,45340.8,45636.2,45231.3,45570.7,228140725,7468.15
12-SEP-2023,45893.8,45893.8,45322.55,45511.35,271358960,10172.39
13-SEP-2023,45449.35,45990.5,45299.4,45909.45,441730790,13835.45
14-SEP-2023,46013.3,46153.9,45801.5,46000.85,238571609,7707.6
15-SEP-2023,46122.15,46310.4,46028.75,46231.5,278351267,20191.93
18-SEP-2023,46100.95,46252.95,45906.9,45979.85,348764457,10538.53
20-SEP-2023,45493.7,45745.15,45276.4,45384.6,334008742,18829.96
21-SEP-2023,45179.6,45276.8,44592.45,44623.85,257738910,13103.32
22-SEP-2023,44707.35,44996.75,44548.9,44612.05,249378233,11352.13
25-SEP-2023,44615.0,44936.55,44400.9,44766.1,266505760,8410.26
26-SEP-2023,44722.5,44773.8,44532.45,44624.2,188450888,6921.22
27-SEP-2023,44465.9,44668.0,44182.5,44588.3,221854101,8518.1
28-SEP-2023,44700.35,44756.8,44248.2,44300.95,389938076,15365.78
29-SEP-2023,44445.35,44755.05,44344.9,44584.55,155984970,7457.08
03-OCT-2023,44561.5,44566.3,44243.1,44399.05,192648191,8839.94
04-OCT-2023,44108.15,44161.35,43857.5,43964.05,310337941,13684.99
05-OCT-2023,44181.35,44391.85,44108.3,44213.35,243397808,8920.31
06-OCT-2023,44395.4,44500.7,44242.95,44360.6,157546711,5072.44
09-OCT-2023,44057.8,44113.2,43796.75,43886.5,162329888,5048.43
10-OCT-2023,44027.55,44487.25,44004.55,44360.15,175255784,7051.3
11-OCT-2023,44554.9,44710.55,44411.4,44516.9,213743273,8163.77
12-OCT-2023,44571.55,44693.05,44530.05,44599.2,112113681,5310.57
13-OCT-2023,44322.05,44563.05,44203.7,44287.95,169909362,8569.73
16-OCT-2023,44204.75,44356.95,44044.4,44225.9,140416279,5070.04
17-OCT-2023,44589.8,44589.85,44336.95,44409.5,120502257,6287.85
18-OCT-2023,44404.2,44412.5,43861.45,43888.7,217182886,7931.28
19-OCT-2023,43616.75,44058.8,43558.1,43754.5,156629503,7930.9
20-OCT-2023,43584.25,43877.5,43567.45,43723.05,152394312,6198.69
23-OCT-2023,43822.7,43831.3,43029.45,43151.2,201404300,7591.04
25-OCT-2023,43308.3,43397.45,42758.4,42832.0,188273620,7402.28
26-OCT-2023,42708.4,42716.2,42105.4,42280.15,307071946,12780.76
27-OCT-2023,42555.6,42840.15,42482.75,42782.0,213867839,7515.61
30-OCT-2023,42721.4,43112.5,42390.5,43039.15,188984726,5999.82
31-OCT-2023,43356.85,43356.85,42797.15,42845.95,157391487,7678.31
01-NOV-2023,42694.25,42815.15,42589.65,42700.95,145213582,6822.53
02-NOV-2023,43018.7,43271.5,42796.45,43017.2,144713411,7556.85
03-NOV-2023,43318.3,43416.1,43221.0,43318.25,124077759,4910.1
06-NOV-2023,43627.75,43648.7,43415.2,43619.4,149913775,6574.44
07-NOV-2023,43598.85,43799.35,43283.85,43737.9,198173326,9289.17
08-NOV-2023,43791.8,43797.55,43547.75,43658.65,163438317,8174.1
